,Unnamed: 0,question,personal
5261,3195.0,What’s your favorite way to exercise,1
703,3088.0,What is the latest news ,0
4301,1090.0,What if one day you find that you were schizophrenic all this while and whatever you have lived was an illusion ,1
2023,1234.0,Which of the following is NOT a primary color of light ,0
6631,58483.0,What’s one personal achievement that you are most proud of,1
6290,24341.0,What’s one thing you do when you need motivation,1
6748,70100.0,How do you stay grounded when faced with unexpected challenges,1
2792,1015.0,How can I make you happy instantly ,1
4979,1232.0,What is the last DIY thing you have made ,1
1923,1383.0,Where do you see yourself in 10 years ,1
5192,2049.0,What is the best way to develop your leadership skills,1
4070,2.0,Which philosophical ideas make you think deeper ,1
5619,1619.0,How do you improve your social skills,1
62,3315.0,What time does the theater open ,0
1142,3047.0,Are clouds made of water vapor ,0
3260,1321.0,Suppose you reincarnate as an animal in the next life. Which animal are you most likely to be ,1
4266,275.0,How do you see your professional life in the coming years ,1
4987,282.0,Would you like it if I proposed to you now ,1
4328,1238.0,What seems like a perfect day for you ,1
5584,1447.0,What is the most famous temple in Asia,0
2891,564.0,Which gas is essential for respiration and is inhaled by humans during breathing ,0
2734,2589.0, What is the smallest island in the world,0
3456,1243.0,How different would your family and friends describe you from that of your girlfriend ,1
5094,1496.0,What is your most treasured possession,1
5413,1537.0,What is the largest desert in the world,0
1705,1430.0,How do you usually celebrate your birthday ,1
2993,597.0,What is your favorite pizza topping  Umm… pineapple ,1
2458,1543.0,Do you believe in love at first sight Why ,1
3464,1719.0, How do you keep your mind sharp,1
3812,941.0,"Set throws Osiris into which river, after tricking him into a coffin ",0
4040,325.0,"What makes me hate myself  Or, what are the things that I want to change about myself ",1
195,703.0,"In which dystopian novel does the government control every aspect of the citizens’ lives, including their thoughts ",0
2857,1770.0, What is the largest animal in the world by weight,0
5309,1839.0,What is the longest tunnel in the world,0
423,2861.0,Who is the most influential teacher in your life ,1
754,1923.0, What’s the most beautiful place you’ve visited,1
2652,2609.0,Who was the first woman to win the Nobel Prize in Chemistry ,0
1143,2981.0,What motivates you ,1
5030,2575.0,Who invented the light bulb ,0
1594,144.0,Who was the leader of the Soviet Union during World War II ,0
1237,3566.0,Where did you go to school ,1
2544,3533.0,Where is the nearest beach ,0
5604,1741.0,What is the most famous food in France,0
5479,2401.0,What is the best way to improve your public speaking,1
3333,1622.0, How do you like to spend your evenings,1
3104,309.0,What do you call a group of fish ,0
4296,590.0,What superpowers would you like to have ,1
6637,59089.0,What’s one way you practice gratitude in your daily life,1
6789,74241.0,What’s one thing you do to stay true to your dreams when faced with doubt,1
5306,2530.0,How do you keep motivated during challenging times,1
2594,1260.0,"Mexico’s Dia de los Muertos, means what in English ",0
4584,1737.0,What is the primary ingredient in bread ,0
4601,1912.0, What is the oldest mountain range in the world,0
6049,205.0,What’s the most important lesson you’ve learned in life so far,1
5011,2043.0, How do you develop emotional intelligence,1
219,3030.0,Is the planet Neptune far from Earth ,0
6872,82524.0,What’s one way you prioritize your emotional well-being,1
4816,1453.0, What is the hottest country in the world,0
2089,3619.0,What do you usually do on your birthday ,1
4728,3039.0,Is water needed for plants ,0
3336,706.0,In what aspects are you older than your age ,1
5299,1934.0,What is the most famous clock in the world,0
2453,2259.0,What’s the best way to stay calm in a crisis ,1
4339,2292.0,What is the process by which animals obtain energy ,0
4998,3568.0,What is your favorite hobby ,1
4939,3117.0,Where can I buy a SIM card ,0
2672,1052.0,What obscure things have you mastered well ,1
3586,2736.0,Who is your favorite singer of all time ,1
4235,3453.0,How do I book a guided city tour for a large group ,0
2189,3318.0,What time does the restaurant close ,0
822,3263.0,Where can I find an internet cafe ,0
6410,36361.0,What’s something you do to strengthen your mental resilience,1
328,2762.0,Who is your favorite local celebrity ,1
3998,2651.0,Who was the first man to travel in space ,0
1720,3722.0,What’s your ideal temperature for a perfect day ,1
1330,1509.0,What is your go-to strategy for time management ,1
4443,697.0,What does the acronym AIDS stand for ,0
3134,1084.0,Have you ever won an award or something  What was it about ,1
4883,2557.0,Who is the CEO of Tesla ,0
213,3278.0,Where is the nearest fast food restaurant ,0
6312,26563.0,How do you deal with fear of failure,1
3648,329.0,What is the most abundant gas in the Earth’s atmosphere ,0
1950,477.0,What is the chemical formula for water ,0
2820,380.0,Romcoms or scary movies – what sounds more like a perfect evening ,1
987,2520.0,What’s your favorite way to stay focused ,1
4895,383.0,Who is known as the father of modern physics and developed the theory of relativity ,0
5149,2149.0,What is the largest bird in the world,0
6405,35856.0,What’s something you’ve learned about perseverance,1
2890,2687.0,Who is your favorite teacher ,1
5107,1144.0,What’s the most popular sport in the world,0
2028,3371.0,Where can I find a gym with yoga classes ,0
6768,72120.0,How do you practice self-love and care during stressful times,1
5695,2293.0,What is the most famous river in Asia,0
5361,2781.0,What is the most common language spoken in the world,0
2711,254.0,How do you show your anger ,1
6194,14745.0,What’s the most valuable piece of advice you’ve ever given,1
3925,3683.0,Have you ever been part of a workplace mentorship program ,1
6927,88079.0,How do you ensure you’re growing emotionally and mentally,1
5579,2387.0,What is the longest running Broadway musical,0
5093,1918.0,What is the smallest planet in the solar system,0
4602,762.0,Which watch company has a pointed crown as its logo ,0
6455,40806.0,What’s something you do to stay connected to your passions,1
6941,89493.0,How do you make sure you’re not overwhelmed by your to-do list,1
5075,2219.0,How do you prepare for a big presentation,1
2878,3354.0,Where can I find a bus stop for the downtown route ,0
5063,2250.0,What’s the best way to stay focused during work,1
1274,1855.0,What is the largest planet in the solar system ,0
2343,2808.0,Who is your favorite musician ,1
57,454.0,What one weird thing do you like to eat ,1
370,1596.0,How do you handle challenging situations ,1
6311,26462.0,What’s your biggest source of motivation on difficult days,1
3068,2711.0,Who is your closest friend ,1
2763,3436.0,How do I check the schedule for the local bus service ,0
4478,2103.0, What is the smallest state in the US,0
5517,1819.0,What is the most famous landmark in Rome,0
6979,93231.0,How do you maintain your motivation when you're feeling unmotivated,1
1451,338.0,By what name were the Egyptian kings/rulers known ,0
1904,836.0,"In Buddhism, what are the teachings of the Buddha known as ",0
4185,1744.0, What is the deepest river in the world,0
1845,2166.0,What is the chemical symbol for sodium ,0
5523,1828.0,What is the most famous movie of all time,0
456,2402.0,What is the term for a group of frogs ,0
5552,2094.0,What is the most famous cultural festival,0
5683,1897.0,What is the most famous sculpture in the world,0
3070,1962.0,What’s your favorite type of flower ,1
3627,2269.0, What is the largest city in the United States,0
1704,2817.0, What is the largest river in Europe,0
6366,31917.0,What’s one thing you’re looking forward to accomplishing soon,1
6845,79897.0,What’s one thing you do to embrace change positively,1
1956,3511.0,How do I get a public transportation map ,0
5471,2261.0,What is the most famous national park in the world,0
2893,875.0,What is the sexiest spot you have a mole on your body ,1
320,3140.0,What is the next holiday ,0
5786,1937.0,What is the most famous amusement park in Florida,0
800,1568.0,What’s a habit you’d like to improve ,1
6934,88786.0,What’s one thing you do to keep yourself organized in life,1
6263,21614.0,How do you prioritize your time to focus on what matters most,1
12,3262.0,What time does the bakery close ,0
4310,2460.0,What’s your favorite way to stay productive ,1
4344,2175.0, How do you stay focused during long meetings,1
6774,72726.0,How do you keep your emotional health in check amidst a busy life,1
5443,1553.0,How do you improve your creativity,1
5800,1682.0,What is the largest city in Canada by population,0
2240,1338.0,What do you do to keep fit ,1
3624,2768.0,Who is the most athletic person in your life ,1
2752,816.0,What is the best prank you played over someone ,1
6720,67372.0,How do you handle negative emotions without letting them take over,1
5726,1980.0,What is the best way to deal with work-related stress,1
4731,1897.0,What is the name of the process that creates rain ,0
6695,64847.0,What’s one thing you do to improve your emotional coping mechanisms,1
765,655.0,What do you think is the worst way to spend your day ,1
763,2384.0, What is the longest living animal,0
1167,1582.0, What is the largest waterway in the world,0
3608,994.0,Which marine animal is known for its ability to change color and camouflage itself in its surroundings ,0
843,2116.0, What is the largest bird in the world,0
5797,1555.0,What is the most famous sports event in the world,0
918,2005.0,What is the term for the study of insects ,0
6207,16058.0,What’s something you wish you had more confidence in,1
4924,3375.0,How do I apply for a public transportation card ,0
5813,1859.0,What is the most famous natural park in the world,0
6297,25048.0,What’s one personal goal you’re currently working towards,1
